"Data","Último","Abertura","Alta","Baixa","Vol.","Var. %"
"08.01.2021","146,46","150,60","150,68","145,14","1,57M","-1,17%"
"07.01.2021","148,20","148,94","150,04","147,64","1,10M","0,50%"
"06.01.2021","147,46","149,24","150,92","145,26","1,58M","0,15%"
"05.01.2021","147,24","148,40","150,86","146,24","1,22M","-0,84%"
"04.01.2021","148,48","153,20","154,10","146,88","1,39M","-2,58%"
"30.12.2020","152,42","151,62","152,42","149,98","578,89K","0,34%"
"29.12.2020","151,90","153,60","154,68","151,32","738,89K","-0,56%"
"28.12.2020","152,76","155,96","156,04","152,76","686,06K","0,20%"
"23.12.2020","152,46","150,76","153,14","150,30","944,40K","2,39%"
"22.12.2020","148,90","149,92","150,90","148,48","952,16K","-0,07%"
"21.12.2020","149,00","148,94","149,58","144,48","1,84M","-2,86%"
"18.12.2020","153,38","154,08","155,34","151,32","2,26M","-0,69%"
"17.12.2020","154,44","157,28","157,50","153,80","1,39M","-0,75%"
"16.12.2020","155,60","151,60","157,30","151,22","2,48M","3,51%"
"15.12.2020","150,32","141,76","151,08","141,22","3,11M","7,62%"
"14.12.2020","139,68","140,40","142,68","139,68","1,12M","-0,30%"
"11.12.2020","140,10","144,20","144,60","139,64","1,57M","-2,98%"
"10.12.2020","144,40","147,12","147,86","143,44","1,05M","-2,06%"
"09.12.2020","147,44","144,76","148,52","144,46","1,58M","2,30%"
"08.12.2020","144,12","143,74","144,42","142,38","893,44K","-0,22%"
"07.12.2020","144,44","144,36","144,52","141,76","981,38K","-0,67%"
"04.12.2020","145,42","145,02","146,70","143,78","1,03M","-0,45%"
"03.12.2020","146,08","146,68","147,90","145,00","1,00M","-0,48%"
"02.12.2020","146,78","146,34","146,78","143,54","1,30M","-0,39%"
"01.12.2020","147,36","143,60","147,74","142,72","1,70M","4,26%"
"30.11.2020","141,34","145,30","145,60","141,34","2,24M","-3,14%"
"27.11.2020","145,92","147,00","147,80","144,46","1,75M","-1,80%"
"26.11.2020","148,60","152,40","152,56","148,52","1,08M","-2,46%"
"25.11.2020","152,34","156,50","156,68","151,08","1,29M","-2,35%"
"24.11.2020","156,00","151,80","156,24","151,20","1,69M","3,93%"
"23.11.2020","150,10","152,66","154,12","149,52","1,24M","-1,34%"
"20.11.2020","152,14","151,96","153,36","150,82","985,02K","-0,25%"
"19.11.2020","152,52","153,00","153,76","152,28","1,09M","-1,31%"
"18.11.2020","154,54","153,70","154,54","152,00","968,94K","0,56%"
"17.11.2020","153,68","153,02","154,72","152,38","1,24M","0,09%"
"16.11.2020","153,54","151,70","156,00","151,04","2,09M","2,24%"
"13.11.2020","150,18","149,38","151,90","149,00","1,26M","-0,19%"
"12.11.2020","150,46","148,70","150,58","148,30","1,35M","0,31%"
"11.11.2020","150,00","150,20","151,40","147,40","1,44M","0,12%"
"10.11.2020","149,82","143,00","150,74","142,76","2,68M","5,27%"
"09.11.2020","142,32","136,94","144,86","135,66","3,11M","6,88%"
"06.11.2020","133,16","135,00","136,44","132,62","1,28M","-2,03%"
"05.11.2020","135,92","133,94","136,50","132,62","1,47M","2,91%"
"04.11.2020","132,08","128,50","133,10","127,28","1,53M","0,26%"
"03.11.2020","131,74","129,66","132,68","129,14","1,18M","3,10%"
"02.11.2020","127,78","126,26","128,92","122,96","1,26M","2,14%"
"30.10.2020","125,10","125,20","127,30","123,42","1,47M","-1,45%"
"29.10.2020","126,94","128,00","129,52","125,94","1,35M","1,13%"
"28.10.2020","125,52","129,12","129,60","124,02","2,02M","-4,91%"
"27.10.2020","132,00","135,80","135,80","131,68","1,30M","-2,68%"
"26.10.2020","135,64","136,44","138,24","135,40","917,53K","-2,46%"
"23.10.2020","139,06","137,70","140,00","137,62","1,03M","1,06%"
"22.10.2020","137,60","135,90","138,54","134,20","858,38K","0,38%"
"21.10.2020","137,08","139,58","139,60","136,80","839,17K","-0,97%"
"20.10.2020","138,42","139,50","140,10","138,04","847,32K","-0,62%"
"19.10.2020","139,28","138,50","140,20","137,78","827,53K","0,72%"
"16.10.2020","138,28","137,20","139,50","135,60","1,30M","2,49%"
"15.10.2020","134,92","137,16","137,30","131,96","1,66M","-3,06%"
"14.10.2020","139,18","139,00","140,02","138,08","862,38K","0,49%"
"13.10.2020","138,50","139,22","139,74","137,60","784,02K","-0,65%"
"12.10.2020","139,40","137,96","140,14","137,34","936,09K","1,26%"
"09.10.2020","137,66","138,34","139,36","136,84","1,03M","-0,23%"
"08.10.2020","137,98","139,70","140,42","137,78","973,06K","-0,68%"
"07.10.2020","138,92","137,82","139,54","135,52","932,82K","1,05%"
"06.10.2020","137,48","135,54","139,16","135,30","1,18M","2,06%"
"05.10.2020","134,70","133,82","136,18","133,54","769,01K","2,05%"
"02.10.2020","132,00","133,10","133,28","129,54","1,33M","-1,71%"
"01.10.2020","134,30","134,76","135,80","132,44","1,57M","-2,26%"
"30.09.2020","137,40","137,74","139,16","137,00","1,14M","-0,97%"
"29.09.2020","138,74","138,24","139,10","136,98","874,90K","0,39%"
"28.09.2020","138,20","135,80","138,64","135,24","1,07M","3,68%"
"25.09.2020","133,30","136,74","136,78","131,94","1,33M","-2,37%"
"24.09.2020","136,54","133,82","137,54","133,24","1,03M","0,78%"
"23.09.2020","135,48","137,02","139,46","134,90","1,15M","0,49%"
"22.09.2020","134,82","134,46","136,78","133,60","1,12M","0,91%"
"21.09.2020","133,60","141,16","141,36","132,72","1,96M","-5,90%"
"18.09.2020","141,98","147,62","147,62","141,58","2,70M","-3,83%"
"17.09.2020","147,64","145,66","148,08","144,70","952,00K","-0,69%"
"16.09.2020","148,66","148,84","149,28","146,90","908,39K","0,22%"
"15.09.2020","148,34","149,22","150,30","146,48","954,11K","-0,05%"
"14.09.2020","148,42","151,74","152,00","147,70","753,68K","-0,95%"
"11.09.2020","149,84","150,70","151,34","148,46","972,12K","-0,74%"
"10.09.2020","150,96","151,50","152,90","150,78","1,09M","-0,24%"
"09.09.2020","151,32","150,00","151,54","148,80","1,32M","0,11%"
"08.09.2020","151,16","150,44","152,66","147,66","1,53M","0,92%"
"07.09.2020","149,78","145,52","150,34","144,76","1,60M","4,74%"
"04.09.2020","143,00","142,34","145,86","141,54","1,31M","0,17%"
"03.09.2020","142,76","141,50","146,00","141,42","1,75M","1,74%"
"02.09.2020","140,32","140,68","141,72","139,56","1,10M","0,16%"
"01.09.2020","140,10","140,80","141,86","137,88","1,18M","0,55%"
"31.08.2020","139,34","139,60","142,00","138,92","1,08M","-0,13%"
"28.08.2020","139,52","140,94","142,04","139,24","789,88K","-0,43%"
"27.08.2020","140,12","139,50","142,10","138,88","1,10M","0,81%"
"26.08.2020","139,00","135,88","139,00","135,02","747,57K","2,06%"
"25.08.2020","136,20","138,26","139,82","136,14","1,37M","-1,16%"
"24.08.2020","137,80","137,00","138,34","134,66","1,66M","1,26%"
"21.08.2020","136,08","137,42","138,50","134,58","1,09M","-0,40%"
"20.08.2020","136,62","137,70","137,84","135,70","861,50K","-2,02%"
"19.08.2020","139,44","138,44","139,92","137,90","600,36K","0,68%"
"18.08.2020","138,50","138,00","140,50","136,98","666,12K","-0,49%"
"17.08.2020","139,18","138,88","140,42","138,52","522,37K","0,14%"
"14.08.2020","138,98","138,82","139,40","136,98","735,88K","0,17%"
"13.08.2020","138,74","140,24","141,20","138,54","756,50K","-1,36%"
"12.08.2020","140,66","139,84","142,30","139,44","869,99K","0,47%"
"11.08.2020","140,00","134,80","141,20","134,64","1,96M","5,17%"
"10.08.2020","133,12","134,12","134,22","131,60","677,91K","0,20%"
"07.08.2020","132,86","133,30","134,26","131,52","890,46K","-0,85%"
"06.08.2020","134,00","135,50","137,52","133,34","1,43M","-0,70%"
"05.08.2020","134,94","135,04","136,70","133,88","841,39K","0,33%"
"04.08.2020","134,50","133,02","134,70","132,30","2,03M","2,53%"
"03.08.2020","131,18","126,50","132,98","126,42","1,63M","4,94%"
"31.07.2020","125,00","130,40","131,12","125,00","1,61M","-3,25%"
"30.07.2020","129,20","136,50","136,50","127,06","2,88M","-6,13%"
"29.07.2020","137,64","141,50","141,82","136,62","1,28M","-2,93%"
"28.07.2020","141,80","141,60","142,96","139,88","843,20K","0,40%"
"27.07.2020","141,24","142,76","142,80","140,34","583,26K","-0,55%"
"24.07.2020","142,02","142,98","143,26","141,10","849,19K","-1,74%"
"23.07.2020","144,54","145,00","148,86","144,32","1,16M","0,14%"
"22.07.2020","144,34","145,32","145,70","142,50","773,53K","-0,46%"
"21.07.2020","145,00","147,64","148,78","144,68","1,15M","0,17%"
"20.07.2020","144,76","144,88","144,98","141,56","786,18K","0,22%"
"17.07.2020","144,44","144,00","146,88","143,80","1,43M","2,19%"
"16.07.2020","141,34","140,30","142,34","140,02","916,25K","0,13%"
"15.07.2020","141,16","139,00","143,72","139,00","1,39M","2,75%"
"14.07.2020","137,38","137,50","139,60","135,44","1,09M","-1,38%"
"13.07.2020","139,30","142,02","143,16","138,66","984,36K","-0,49%"
"10.07.2020","139,98","134,06","140,48","133,82","1,22M","3,23%"
"09.07.2020","135,60","135,64","138,14","134,86","783,18K","0,13%"
"08.07.2020","135,42","137,20","138,54","134,92","727,92K","-1,88%"
"07.07.2020","138,02","138,06","139,40","136,44","539,55K","-0,59%"
"06.07.2020","138,84","139,44","141,58","137,24","912,27K","2,40%"
"03.07.2020","135,58","139,92","140,12","134,86","654,39K","-1,18%"
"02.07.2020","137,20","135,40","139,22","134,54","1,35M","2,91%"
"01.07.2020","133,32","134,70","135,10","131,56","871,99K","-1,20%"
"30.06.2020","134,94","135,34","135,80","132,98","1,12M","0,27%"
"29.06.2020","134,58","132,26","135,74","131,80","1,21M","0,95%"
"26.06.2020","133,32","135,00","136,42","132,58","1,21M","0,20%"
"25.06.2020","133,06","128,96","133,92","127,54","1,16M","2,65%"
"24.06.2020","129,62","136,20","137,36","129,62","1,23M","-4,83%"
"23.06.2020","136,20","132,44","136,86","130,92","1,58M","4,54%"
"22.06.2020","130,28","128,82","131,82","127,76","1,03M","-0,31%"
"19.06.2020","130,68","134,16","134,38","130,04","2,35M","-1,43%"
"18.06.2020","132,58","133,40","135,84","131,20","1,55M","-1,16%"
"17.06.2020","134,14","136,62","138,22","132,32","1,70M","-1,79%"
"16.06.2020","136,58","141,48","141,74","133,98","2,32M","0,16%"
"15.06.2020","136,36","130,14","137,58","129,90","1,52M","1,79%"
"12.06.2020","133,96","131,88","138,00","130,86","1,91M","1,16%"
"11.06.2020","132,42","139,66","139,68","132,24","2,49M","-7,52%"
"10.06.2020","143,18","146,96","148,28","141,96","1,35M","-1,64%"
"09.06.2020","145,56","148,60","150,12","141,42","2,27M","-1,98%"
"08.06.2020","148,50","148,00","155,54","147,66","1,95M","-0,32%"
"05.06.2020","148,98","144,28","150,72","144,06","2,60M","5,18%"
"04.06.2020","141,64","139,50","144,44","137,54","2,52M","-1,03%"
"03.06.2020","143,12","141,88","144,32","141,36","1,90M","2,16%"
"02.06.2020","140,10","135,90","141,98","134,76","2,55M","5,74%"
"29.05.2020","132,50","134,46","134,62","131,38","2,09M","-3,44%"
"28.05.2020","137,22","142,60","142,78","133,94","2,35M","-2,07%"
"27.05.2020","140,12","137,24","146,70","136,98","2,98M","2,40%"
"26.05.2020","136,84","135,00","137,80","134,00","1,49M","2,15%"
"25.05.2020","133,96","134,50","134,50","131,16","1,07M","0,89%"
"22.05.2020","132,78","129,70","135,18","128,30","1,53M","0,23%"
"21.05.2020","132,48","131,74","134,72","130,42","1,10M","-0,76%"
"20.05.2020","133,50","131,26","134,26","128,36","1,50M","0,94%"
"19.05.2020","132,26","132,40","133,60","128,16","1,68M","0,75%"
"18.05.2020","131,28","124,50","132,20","124,24","2,47M","8,28%"
"15.05.2020","121,24","118,24","123,18","118,20","1,48M","4,14%"
"14.05.2020","116,42","118,00","118,58","111,10","1,90M","-2,79%"
"13.05.2020","119,76","125,00","125,20","119,44","1,46M","-5,83%"
"12.05.2020","127,18","126,50","128,26","125,78","809,50K","-0,09%"
"11.05.2020","127,30","130,24","131,48","125,84","931,13K","-1,26%"
"08.05.2020","128,92","129,08","129,98","127,74","839,72K","1,40%"
"07.05.2020","127,14","127,20","128,84","126,64","925,88K","0,22%"
"06.05.2020","126,86","127,00","128,30","125,74","1,05M","-0,27%"
"05.05.2020","127,20","124,12","127,36","123,30","1,24M","5,09%"
"04.05.2020","121,04","125,20","125,52","120,32","1,66M","-5,60%"
"30.04.2020","128,22","134,72","136,60","126,56","1,87M","-3,83%"
"29.04.2020","133,32","127,60","136,80","126,30","2,03M","5,79%"
"28.04.2020","126,02","123,08","128,94","122,66","1,77M","2,52%"
"27.04.2020","122,92","122,10","122,92","119,66","926,36K","4,74%"
"24.04.2020","117,36","118,64","120,40","116,78","1,10M","-2,80%"
"23.04.2020","120,74","120,00","122,44","118,06","1,03M","1,65%"
"22.04.2020","118,78","118,00","119,76","115,72","1,05M","1,96%"
"21.04.2020","116,50","121,50","122,30","116,24","1,75M","-6,61%"
"20.04.2020","124,74","126,60","127,94","122,80","1,36M","0,11%"
"17.04.2020","124,60","121,50","124,84","120,40","2,32M","6,37%"
"16.04.2020","117,14","118,78","120,46","115,90","1,60M","0,81%"
"15.04.2020","116,20","123,64","124,42","115,48","1,63M","-5,64%"
"14.04.2020","123,14","127,38","127,90","123,14","1,45M","0,49%"
"09.04.2020","122,54","120,00","126,30","119,98","2,15M","3,72%"
"08.04.2020","118,14","115,00","119,56","112,88","1,39M","1,51%"
"07.04.2020","116,38","119,00","121,70","114,08","2,37M","3,03%"
"06.04.2020","112,96","104,26","113,92","103,26","2,66M","14,20%"
"03.04.2020","98,91","98,80","101,90","97,60","1,45M","0,08%"
"02.04.2020","98,83","100,52","102,72","97,02","1,47M","-0,17%"
"01.04.2020","99,00","103,10","103,66","99,00","1,92M","-7,34%"
"31.03.2020","106,84","107,08","108,18","102,64","1,65M","1,73%"
"30.03.2020","105,02","107,00","109,54","101,52","1,15M","-0,38%"
"27.03.2020","105,42","111,44","112,76","104,64","1,90M","-7,28%"
"26.03.2020","113,70","111,50","114,90","109,06","1,82M","-1,03%"
"25.03.2020","114,88","115,50","120,00","107,74","2,54M","4,61%"
"24.03.2020","109,82","98,17","110,36","96,00","2,76M","19,05%"
"23.03.2020","92,25","90,01","96,27","89,05","2,14M","-2,00%"
"20.03.2020","94,13","93,70","97,48","91,18","2,94M","7,16%"
"19.03.2020","87,84","85,67","92,20","79,38","2,93M","0,73%"
"18.03.2020","87,20","95,62","97,10","85,91","2,66M","-11,99%"
"17.03.2020","99,08","102,90","103,50","92,70","2,33M","1,74%"
"16.03.2020","97,39","104,00","104,10","94,89","3,40M","-12,17%"
"13.03.2020","110,88","117,80","123,98","107,58","3,62M","-1,23%"
"12.03.2020","112,26","124,80","126,04","111,08","3,74M","-15,21%"
"11.03.2020","132,40","133,78","137,22","131,74","1,94M","0,64%"
"10.03.2020","131,56","133,68","141,50","131,44","2,75M","-0,12%"
"09.03.2020","131,72","139,10","139,56","131,30","3,02M","-10,52%"
"06.03.2020","147,20","146,00","148,66","143,72","1,80M","-2,19%"
"05.03.2020","150,50","155,10","155,46","148,74","1,39M","-2,68%"
"04.03.2020","154,64","153,54","156,00","152,64","1,62M","1,01%"
"03.03.2020","153,10","152,00","156,42","150,70","2,51M","2,31%"
"02.03.2020","149,64","154,50","155,38","147,98","2,64M","0,71%"
"28.02.2020","148,58","141,98","152,50","140,88","3,74M","-0,16%"
"27.02.2020","148,82","151,60","153,08","146,68","2,50M","-4,39%"
"26.02.2020","155,66","153,20","157,50","150,80","1,86M","0,23%"
"25.02.2020","155,30","159,66","159,68","154,60","1,39M","-1,08%"
"24.02.2020","157,00","160,50","160,86","156,32","2,14M","-5,43%"
"21.02.2020","166,02","168,88","170,52","165,20","1,33M","-2,02%"
"20.02.2020","169,44","170,30","172,78","169,08","796,07K","-0,40%"
"19.02.2020","170,12","170,70","171,40","168,88","564,04K","0,45%"
"18.02.2020","169,36","170,48","172,18","168,48","725,40K","-1,83%"
"17.02.2020","172,52","173,30","174,40","172,34","724,62K","1,21%"
"14.02.2020","170,46","172,50","173,48","169,96","798,45K","-1,21%"
"13.02.2020","172,54","171,50","172,86","169,86","948,79K","-0,35%"
"12.02.2020","173,14","168,48","173,56","168,44","1,10M","3,40%"
"11.02.2020","167,44","166,00","168,58","165,32","1,07M","1,86%"
"10.02.2020","164,38","165,94","167,22","163,64","777,60K","-1,23%"
"07.02.2020","166,42","169,24","169,38","165,12","1,25M","-2,34%"
"06.02.2020","170,40","172,52","173,72","170,16","773,46K","-0,14%"
"05.02.2020","170,64","167,50","172,28","165,66","1,26M","2,13%"
"04.02.2020","167,08","163,36","167,56","162,72","1,11M","2,63%"
"03.02.2020","162,80","162,46","163,48","161,38","858,70K","0,26%"
"31.01.2020","162,38","163,00","164,90","161,96","1,43M","-0,99%"
"30.01.2020","164,00","168,22","170,40","163,56","1,65M","-3,48%"
"29.01.2020","169,92","173,00","173,98","169,46","907,40K","-1,47%"
"28.01.2020","172,46","173,00","173,06","170,50","985,03K","0,48%"
"27.01.2020","171,64","174,50","174,80","170,48","1,36M","-3,31%"
"24.01.2020","177,52","178,50","179,50","176,74","895,85K","0,53%"
"23.01.2020","176,58","178,20","180,12","176,38","837,48K","-1,43%"
"22.01.2020","179,14","181,90","183,98","178,70","1,05M","-1,19%"
"21.01.2020","181,30","180,60","183,42","179,76","649,33K","-0,40%"
"20.01.2020","182,02","181,00","183,26","180,42","422,07K","0,36%"
"17.01.2020","181,36","181,24","183,40","180,68","988,85K","0,80%"
"16.01.2020","179,92","183,10","183,28","178,64","925,74K","-1,48%"
"15.01.2020","182,62","185,14","185,48","181,02","1,07M","-1,40%"
"14.01.2020","185,22","185,30","186,32","183,58","767,69K","-0,03%"
"13.01.2020","185,28","186,02","186,40","184,68","812,12K","-0,13%"
"10.01.2020","185,52","182,00","186,84","181,18","1,52M","2,09%"
"09.01.2020","181,72","179,00","182,36","177,88","1,34M","2,77%"
"08.01.2020","176,82","175,00","176,86","174,18","840,85K","0,43%"
"07.01.2020","176,06","177,14","178,60","176,06","932,69K","-0,32%"
"06.01.2020","176,62","175,00","176,62","173,18","658,05K","-0,01%"
"03.01.2020","176,64","178,90","179,24","175,00","948,46K","-2,14%"
"02.01.2020","180,50","175,60","180,74","175,56","814,21K","2,42%"
